,song_name,type,artist,lyrics,id
170,late hi chala chala rahi,party,udit,"यूँ ही चला चल राही कितनी हसीन है ये दुनिया भूल सारे झमेले, देख फूलों के मेले बड़ी रंगीन है ये दुनिया  रास्ता है कह रहा अब मुझसे मिलने को है कोई कहीं अब तुझसे दिल को है क्यों बेताबी किससे मुलाक़ात होनी है जिसका कबसे अरमां था शायद वही बात होनी है यूँ ही चला चल राही जीवन गाड़ी है समय पहियाकी नदिया भी है  खुशियों की बगिया भी है रस्ता सब तेरा तके भैया देखूं जिधर भी इन राहों में रंग पिघलते हैं निगाहों में ठंडी हवा है ठंडी छाँव है दूर वो जाने किसका गाँव है बादल ये कैसा छायाये कहाँ ले आया  सपना ये क्या दिखलाया है मुझको हर सपना सच लगे, जो प्रेम अगन जलेजो राह तू चले अपने मन की हर पल की सीप से मोती ही तू चुने जो सदा तू सुने अपने मन की मन अपने को कुछ ऐसे हल्का पाए से कन्धों पे रखा बोझ हट जाए जैसे भोला सा बचपन फिरसे आये  बरसों में कोई गंगा नहाए खुल सा गया है ये मन  सा गया हर बंधन  जीवन अब लगता है पावन मुझको जीवन में प्रीत है, होठों पे गीत है बस ये ही जीत है सुन ले राही तू जिस दिशा भी जा, तू प्यार ही लूटा तू दीप ही जला, सुन ले राही यूँ ही चला, चल राही कौन ये मुझको पुकारे नदियाँ पहाड़ झील और झरने, जंगल और वादी इनमें है किसके शारे ",641
171,ye ashiki,romantic,mohit chohan,"बेशर्मियाँ बरबादियाँ हैं इश्क़ की शितानियाँ ये फितूर जो, सर पे सवार हो जीना भी फिर, दुश्वार हो किसकी मज़ाल कोई रोक दे किसकी मज़ाल कोई टोक दे इश्क़े जूनून रुके नहीं है बावरी, ये आशिक़ी गुस्ताख़ सी ये आशिक़ी बेबाक सी ये आशिक़ी बड़ी है अज़ब ये तलप है ये आशिक़ी जिद्दी बड़ी बड़ी सरफिरी है ये आशिक़ी होता है यूँ इसका असर दुनिया जहाँ की ना ख़बर मज़हब यही ख़ुदा यही है बावरी, ये आशिक़ी गुस्ताख़ सी ये आशिक़ी बेबाक सी ये आशिक़ी बेख़ौफ़ सी येह आशिक़ी आशिक़ी.. जो ये रंग चढ़े जो ये संग चले तो क्या फिकर कोई क्या कहे ये वो आग है, जो ना बुझ सके ऐसी बारिशें, जो ना थम सकें इश्क़े जूनून रुके नहीं.. है बावरी, ये आशिक़ी गुस्ताख़ सी ये आशिक़ी बेबाक सी ये आशिक़ी बेख़ौफ़ सी येह आशिक़ी ये आशिक़ी बावरी .. ये आशिक़ी गुश्ताख सी",642
172,ye javani teri,party,naksha ajiz,अरे ओ कलकते वाली बंगाली क़वाली गाने दे ना गाने दे ना गाने दे मुझे अरे बी सीरियस यार अरे भाड में जाए साली ये यारी दुनिया दारी घर में तेरे आने दे ना आने दे ना मुझे ज़रा सी तेरी खिड़की खोल दे फ़िरकी छोड़ दे उड उड जाने दे ज़रा सी मुझे ढील तो दे ज़रा फील तो दे मुझे खुश हो जाने दे ऐ यारी वारी की खातिर ज़रा पास तो आने दे ये जवानी तेरी ये जवानी मेरी ये जवानी तेरी ये जवानी मेरी ज ज ज जीने नहीं देती ये जवानी तेरी ये जवानी मेरी ये जवानी तेरी ये जवानी मेरी ज ज ज जीने नहीं देती गली गली गली घूमे आजा पेचों को लड़ाएं पर पर पर खच्चे आजा खुचे के उडायें ओ नहीं नहीं नहीं आजा मिल के अफवाए उड़ायें घर घर घर वालो की नाको को कटायें थोड़ी से देखो तेरी भी होने दे बदनामी हाँ बोलो वो जवानी क्या जिस में हो ना थोडी सी अयाशी ओ आधी आधी रात के हम पुरे पुरे साथी ये जवानी तेरी ये जवानी मेरी ये जवानी तेरी ये जवानी मेरी ज ज ज जीने नहीं देती ये जवानी तेरी ये जवानी मेरी ये जवानी तेरी ये जवानी मेरी ज ज ज जीने नहीं देती ये जवानी तेरी ये जवानी मेरी ये जवानी तेरी ये जवानी मेरी ज ज ज जीने नहीं देती,646
173,ye duriyan ,sad,mohit chohan,"ये दूरियाँ..ये दूरियाँ.. यह दूरियाँ.. इन राहों की दूरियाँ निगाहों की दूरियाँ, हम राहों की दूरियाँ फ़ना हो सभी दूरियाँ.. क्यूँ कोई पास है दूर है क्यूँ कोई जाने ना कोई यहाँ पे आ रहा पास या दूर मैं जा रहा जानू ना मैं हूं कहाँ पे ये दूरियाँ, इन राहों की दूरियाँ निगाहों की दूरियाँ हम राहों की दूरियाँ फ़ना हो सभी दूरियाँ ये दूरियाँ..ये दूरियाँ..ये दूरियाँ.. कभी हुआ यह भी, खाली राहों पे भी तू था मेरे साथ, कभी तुझे मिलके लौटा मेरा दिल यह खाली खाली हाथ यह भी हुआ कभी, जैसे हुआ अभी तुझको सभी में पा लिया तेरा मुझे कर जाती है दूरियाँ सताती हैं दूरियाँ तरसती हैं दूरियाँ, फ़ना हो सभी दूरियाँ कहा भी ना मैंने नहीं जीना मैंने तू जो ना मिला तुझे भूले से भी ना बोला ना मेने चाहूं फासला बस फासला रहें बन के कसक जो कहें हो और चाहत यह और जवान तेरी मेरी मिट जानी है दूरियाँ बेगानी है दूरियाँ, हट जानी दूरियाँ फ़ना हो सभी दूरियाँ क्यूँ कोई पास है दूर है क्यूँ कोई जाने ना कोई यहाँ पे आ रहा पास या दूर मैं जा रहा जानू ना मैं हूं कहाँ पे ये दूरियाँ, इन राहों की दूरियाँ निगाहों की दूरियाँ, हम राहों की दूरियाँ फ़ना हो सभी दूरियाँ",649
174,ram chahe lila,party,bhumi trivedi,"राम चाहे लीला चाहे, लीला चाहे राम इन दोनों के लव में दुनिया का क्या काम राम चाहे लीला चाहे, लीला चाहे राम इन दोनों के लव में दुनिया का क्या काम इनका तो फंडा है सिंपल सा यार गोली मारो तो पंगा, आँख मारो तो प्यार राम चाहे लीला चाहे, लीला चाहे राम इन दोनों के लव में दुनिया का क्या काम रख पॉकेट में घोड़ा, दे घोड़े के लगाम रख पॉकेट में घोड़ा, दे घोड़े के लगाम राम चाहे लीला चाहे, लीला चाहे राम राम चाहे लीला चाहे, लीला चाहे राम इन दोनों के लव में दुनिया का क्या काम घनन घनन हो मेघ जो बरसे लीला ना शीरनगर ने तरसे चुड़लो नथनी पतलो कंदोरा शोभे रानी रंग जे गोरो प्रेम पंखिड़ा छे ने राम लीला वानतोड़े चढ़या ची आ रामलीला रामलीला लगे सारे दुश्मन, दिखे सब में चोर चोर लगे सारे दुश्मन, दिखे सब में चोर चोर तेरी बालकनी में बैठा एक मोर मोरों कि है मिस्टेक, राम लीला बदनाम रे म्हारा राम ए म्हारा राम राम चाहे लीला चाहे, लीला चाहे राम इन दोनों के लव में दुनिया का क्या काम बुलेट भी एक और एक ही है जान जान बुलेट भी एक और एक ही है जान हर बुलेट पे लिखा मरने वाले का नाम गोली को गोली दे दे, ये तो करे ऐसा काम राम लीला, राम लीला राम चाहे लीला चाहे, लीला चाहे राम इन दोनों के लव में दुनिया का क्या काम इनका तो फंडा है सिंपल सा यार गोली मारो तो पंगा आँख मारो तो प्यार राम चाहे लीला चाहे, लीला चाहे राम इन दोनों के लव में दुनिया का क्या काम",669
175,rula diya,sad,ankit tivari,"दर्द वो काफी ना था जो दर्द देने आये हो आ.. सांसें ही बची है मुझमें क्या जान लेने आये हो  किस्मत ने क्यूँ हमको मिला दिया..  हमको रुला दिया, हमको रुला दिया फिर से आज यारा ये दिल दुखा दिया हमको रुला दिया, हमको रुला दिया हिन्दीट्रैक्स फिर से आज यारा ये दिल दुखा दिया  हाँ.. तू जुदा होके जाने क्यूँ मिला है सब ले गया मुझपे बाकी क्या रहा है ऐसे हालात है की कुछ कर नहीं सकते बिन तेरे जीना भी क्या मर भी नहीं सकते ऐ इश्क तूने क्या से क्या किया..  हमको रुला दिया, हमको रुला दिया फिर से आज यारा ये दिल दुखा दिया हमको रुला दिया, हमको रुला दिया फिर से आज यारा ये दिल दुखा दिया  ऊऊ.. तुम चले जाओ ना मुझे छोड़ के फिर से बात मानो मेरी प्यार जो करते हमसे  हाय बिन तेरे वैसे भी जिंदा कहा होते हैं फिरते हैं पागल जैसे रात दिन रोते हैं www.hinditracks.in चाहत में तेरी खुद को भुला दिया..  हमको रुला दिया, हमको रुला दिया फिर से आज यारा ये दिल दुखा दिया हमको रुला दिया, हमको रुला दिया फिर से आज यारा ये दिल दुखा दिया  हमको रुला दिया, हमको रुला दिया फिर से आज यारा ये दिल दुखा दिया हमको रुला दिया, हमको रुला दिया फिर से आज यारा ये दिल दुखा दिया  हमको रुला दिया.. दिल दुखा दिया.. फिर से रुला दिया.. आ..",672
176,ruth k ham s ham s ,sad,jathin pandit,"रूठ के हम से कहीं जब चले जाओगे तुम रूठ के हम से कहीं जब चले जाओगे तुम ये ना सोचा था कभी, इतने याद आओगे तुम रूठ के हम से कहीं जब चले जाओगे तुम रूठ के हम से कहीं.. मैं तो ना चला था, दो कदम भी तुम बिन हो फिर भी मेरा बचपन यही समझा हर दिन छोड के मुझे भला, अब कहाँ जाओगे तुम छोड के मुझे भला, अब कहाँ जाओगे तुम ये ना सोचा था कभी, इतने याद आओगे तुम रूठ के हम से कहीं जब चले जाओगे तुम रूठ के हम से कहीं..  बातों, कभी हाथों से भी मारा है तुम्हें हो सदा यही कह के ही पुकारा है तुम्हें क्या कर लोगे मेरा जो बिगड़ जाओगे तुम क्या कर लोगे मेरा जो बिगड़ जाओगे तुम ये ना सोचा था कभी, इतने याद आओगे तुम रूठ के हम से कहीं जब चले जाओगे तुम रूठ के हम से कहीं..  देखो मेरे आँसू यहीं करते हैं पुकार हो आओ चले आओ, मेरे भाई मेरे यार पोछने आँसू मेरे क्या नहीं आओगे तुम पोछने आँसू मेरे क्या नहीं आओगे तुम ये ना सोचा था कभी, इतने याद आओगे तुम रूठ के हम से कहीं जब चले जाओगे तुम रूठ के हम से कहीं..",673
177,raina,sad,shri d,खोये खोये से रहना खुद की तलाश में अपनी ही गुमशुदी में अनजानी आस में यादों के सारे खजाने छुपाऊं मैं कहाँ नैनो के ये मोती सारे सजाऊं मैं कहाँ मन के पिंजरे का पंछी उड़ा दूं मैं ज़रा जो दिखा दे रौशनी वाली सुबह  रैना रे रैना काली काली रैना सुबह सलोनी बन जा हाय रे हाय रैना रे रैना रे काली काली रैना सुबह सलोनी बन जा   तू जिधर हो जहां हो सलामत वहाँ इस दुआ के सिवा कुछ भी मांगू ना  तू ही दुनिया मेरी तू ही मेरा जहां इस दुआ के सिवा कुछ भी मांगू ना  यादों के सारे खजाने छुपाऊं मैं कहाँ नैनो के ये मोती सारे सजाऊं मैं कहाँ मन के पिंजरे का पंछी उड़ा दूं मैं ज़रा जो दिखा दे रौशनी वाली सुबह  हाँ.. रैना रे रैना काली काली रैना सुबह सलोनी बन जा हाय रे हाय रैना रे रैना रे काली काली रैना सुबह सलोनी बन जा,676
178,landan thumkda,party,labhujanjua,"तू हो गयी वन टू टु (two) ओ कुड़िये व्हाट टू डू ओ हो गयी मुंडे दी तू तुरु तुरु  पतंगां वर्गी तू ऐंवई उड़ दी ओह हो गयी मुंडे दी तू तुरु तुरु  हिल्ला दे चलदी तुक तुक तू करदी मेक अप तू करदी यार अंग्रेजी पढ़दी गिट-पिट तू करदी जिम्मे क्वीन साड़ी विक्टोरिया तू घंटी बिग बांग दी पुरा लंदन ठुमकदा ओह जुड्डो नाच्चे पहं दी पुरा लंदन ठुमकदा  हाय हाय  फाइनली तेरा ये विर्जिनिटी का व्रत टूटेगा शस्सस… मम्मी सुन लेगी पागल  लठे दी चादर उठे हनीमून कर माहिया आवो सामने, आवो सामने तेरा की साइज़ है वे दस माहिया  मलमल का कुर्दा दिख जाए सब कुछ क्लियर माहिया तेरे सामने, तेरे सामने लगदा है छोटा पलंग माहिया ओह सियापा  ओये होये होये… डेथ ही हो गयी ओहो ओ भाई जेनेरेटर चला यार ओये कमाल ही करदा है तू तेरी माँ कि आँख  ठुमकदा ठुमकदा लंदन ठुमकदा ठुमकदा ठुमकदा ओ वाह जी वाह तुनकदा तुनकदा थुम्बा तुनकदा तुनकदा तुनकदा आहा  तू घंटी बिग बैंग दी पुरा लंदन ठुमकदा ओह जुड्डो नाच्चे पहं दी पुरा लंदन ठुमकदा ओये  ओये ओये ओये ओये ओये ओये ओये ओये ओये बल्ले बल्ले",685
179,lambi judai,sad,reshma,"बिछड़े अभी तो हम कल परसों जिऊंगी मैं कैसे इस हाल में बरसों मौत ना आई तेरी याद क्यों आई हाय लम्बी जुदाई चार दिनों का प्यार हो रब्बा बड़ी लम्बी जुदाई, लम्बी जुदाई  होंठों पे आये मेरी जान दुहाई हाय लम्बी जुदाई चार दिनों का प्यार हो रब्बा बड़ी लम्बी जुदाई, लम्बी जुदाई  एक तो सजन मेरे पास नहीं रे दूजे मिलन दी कोई आस नहीं रे दूजे मिलन दी कोई आस नहीं रे उसपे ये सावन आया उसपे ये सावन आया आग लगायी हाय लम्बी जुदाई चार दिनों का प्यार हो रब्बा बड़ी लम्बी जुदाई, लम्बी जुदाई  टूटे ज़माने तेरे हाथ निगोड़े, हाथ निगोड़े दिल से दिलों के तूने शीशे तोड़े, शीशे तोड़े हिजरी की ऊंची, हिजरी की ऊंची दीवार बनायी हाय लम्बी जुदाई चार दिनों का प्यार हो रब्बा बड़ी लम्बी जुदाई, लम्बी जुदाई  बाग़ उजाड़ गए, बाग़ उजाड़ गए खिलने से पहले पंछी बिछड़ गए मिलने से पहले पंछी बिछड़ गए मिलने से पहले कोयल की कुक..कोयल की कुक ने हुक उठायी हाय लम्बी जुदाई चार दिनों का प्यार हो रब्बा बड़ी लम्बी जुदाई, लम्बी जुदाई  होंठों पे आये मेरी जान दुहाई हाय लम्बी जुदाई चार दिनों का प्यार हो रब्बा बड़ी लम्बी जुदाई, लम्बी जुदाई लम्बी जुदाई",689
180,lait kardo band,party,badshah,"उह उह उह..  लाइट करदो बंद करदो बंद, करदो बंद लाइट करदो बंद करदो बंद, करदो बंद लाइट करदो बंद करदो बंद, करदो बंद लाइट करदो बंद करदो बंद, करदो बंद लाइट करदो बंद करदो बंद, करदो बंद लाइट करदो बंद करदो बंद, करदो बंद  ले लगा ले सिप बेबी ले बना ले ट्रिप बेबी गीला गीला सब फिसलन हो गयी लूस ना करियो ग्रिप बेबी मूव करे जो बेबी लिप तू लीक करके जो बेबी लिप तू बेबी लड़कों के लग गयी ग्लूकोस की ड्रिप  साइलेंट पे कर दो फ़ोन बना है जोन ना मुझको करो देख के उसको नशा हुआ जो ना उसको भंग करो नाचेगी सारी रात बिना कोई बात डील ये दोने करो काम करो ज्यादा बेबी बातें थोरी कम करो  (लाइट करदो बंद करदो बंद, करदो बंद) x 4  बेबी बात मेरी मां बत्ती बंद कर दे बेबी बात मेरी मां बत्ती बंद कर दे मेरा दिल ना जला ऐवें बिल ना बढ़ा बेबी बात मेरी मां बत्ती बंद कर दे  हुआ गर्मी से पानी पानी कैसे बीट करें तेरी हीट को इक भूत सा बड़ जाये तुझ में ड्रप करे जब बीट को  सुन्रूफ़ से बाहर निकल के कहर मचा दे शहर में सारे नाच नाच के डांस फ्लोर बना दे गाड़ी की सीट को  सर पे ना रेंगे जू हां बेबी तू हवा में रहती है ले लेती है जान जो मेरे कान में आके कहती है  लाइट करदो बंद करदो बंद, करदो बंद लाइट करदो बंद करदो बंद, करदो बंद लाइट करदो बंद करदो बंद, करदो बंद लाइट करदो बंद करदो बंद, करदो बंद",690
181,wahahangan kon haira,sad,s r barman,"वहां कौन है तेरा मुसाफिर जाएगा कहाँ दम ले ले घड़ी भर ये छइयां पाएगा कहाँ वहां कौन है तेरा मुसाफिर जाएगा कहाँ वहां कौन है तेरा   बीत गए दिन प्यार के पल-छीन सपना बनी वो रातें भूल गए वो तू भी भुला दे प्यार की वो मुलाकातें प्यार की वो मुलाकातें सब दूर आंधेरा सब दूर आंधेरा  मुसाफिर जाएगा कहाँ दम ले ले, दम ले ले.. दम ले ले घड़ी भर ये छइयां पाएगा कहाँ वहां कौन है तेरा..  कोई भी तेरी राह ना देखे नैन बिछाए ना कोई दर्द से तेरे कोई ना तड़पा आँख किसी की ना रोई आँख किसी की ना रोई कहे किसको तू मेरा कहे किसको तू मेरा  मुसाफिर जाएगा कहाँ दम ले ले घड़ी भर ये छइयां पाएगा कहाँ वहां कौन है तेरा..  हो.. मुसाफिर तू जाएगा कहाँ  कहते हैं ज्ञानी दुनिया है फ़ानी पानी पे लिखी लिखाई है सबकी देखी है सबकी जानी हाथ किसी के ना आई हाथ किसी के ना आई कुछ तेरा ना मेरा कुछ तेरा ना मेरा  मुसाफिर जाएगा कहाँ दम ले ले, दम ले ले.. दम ले ले घड़ी भर ये छइयां पाएगा कहाँ वहां कौन है तेरा..",704
182,vaste jan bdun,sad,dhavani bhanushali,वास्ते जान भी दूँ मैं गवाँ ईमान भी दूँ क़िस्मतों का लिखा मोड़ दूँ बदले में मैं तेरे जो ख़ुदा खुद भी दे जन्नतें सच कहूँ छोड़ दूँ तुमसे ज़्यादा मैं ना जानू तुमसे खुदको मैं पहचानूँ तुमको बस मैं अपना मानूँ माहिया  तुमसे ज़्यादा मैं ना जानू तुमसे खुदको मैं पहचानूँ तुमको बस मैं अपना मानूँ माहिया     वास्ते जान भी दूँ मैं गवाँ ईमान भी दूँ क़िस्मतों का लिखा मोड़ दूँ  तेरे अलावा कोई भी ख़्वाहिश नही है बाक़ी दिल में कदम उठाऊं जहाँ भी जाऊँ तुझी से जाऊँ मिल मैं  तेरे अलावा कोई भी ख़्वाहिश नही है बाक़ी दिल में कदम उठाऊं जहाँ भी जाऊँ तुझी से जाऊँ मिल मैं  तेरे लिए मेरा सफ़र तेरे बिना मैं जाऊँ किधर  तुमसे ज़्यादा मैं ना जानू तुमसे खुदको मैं पहचानू तुमको बस मैं अपना मानूँ माहिया  वास्ते जान भी दूँ मैं गवाँ ईमान भी दूँ क़िस्मतों का लिखा मोड़ दूँ बदले में मैं तेरे जो ख़ुदा खुद भी दे जन्नतें सच कहूँ छोड़ दूँ  तू ही सवेरा मेरा तू ही किनारा मेरा तू ही है दरिया मेरा ख़ुदा का ज़रिया मेरा तुझी से होता शुरू ये मेरा कारवाँ तुझी पे जाके ख़तम ये मेरा सारा जहाँ  वास्ते जान भी दूँ मैं गवाँ ईमान भी दूँ क़िस्मतों का लिखा मोड़ दूँ,706
183,ve mahi,romantic,arijit singh,"ओ माहि वे, ओ माहि वे माहि मेनू छडयो ना के तेरे बिन दिल नैयो लगना जिथे वे तू चलना ऐ माहि मैं तेरे पीछे पीछे चलना तू जी सकती नहीं मैं जी सकता नहीं कोई दूसरी मैं सरता रखता नहीं क्या तेरे बाजो मेरा  सचियाँ मोहब्बत वे ओ माहि किथे और नैयो मिलना और नैयो मिलना जिथे वे तू चलिया हाँ माहि मैं तेरे पीछे पीछे चलना पीछे पीछे चलना  ओ माहि वे, ओ माहि वे  दिल विच तेरे यारा मेनू रहने दे आँखों से ये आँखों वाली गल कहने दे  दिल विच तेरे यारा मेनू रहने दे  आँखों से ये आँखों वाली गल कहने दे  धड़कन दिल दी ऐ तैनू पहचाने तू मेरा है मैं हूँ तेरे रब भी ये जाने  तू रह सकती नहीं मैं रह सकता नहीं तेरे बिन यारा और किथे तकदा नहीं क्या तेरे बाजो मेरा  रंग तेरा छड्या वे के हुण कोई रंग नैयो चड़ना रंग नैयो चड़ना जिथे वे तू चलना हाँ माहि मैं तेरे पीछे पीछे चलना पीछे पीछे चलना  माहि मेनू छड़ियो ना के तेरे बिन दिल नैयो लगना जिथे वे तू चलना ऐ माहि मैं तेरे पीछे पीछे चलना  माहि मेनू छड़ियो ना के तेरे बिन दिल नैयो लगना जिथे वे तू चलना ऐ माहि मैं तेरे पीछे पीछे चलना",707
184,vo chand,romantic,hemanta kumar,"वो चाँद, वो चाँद नहीं है, दिल है किसी दीवाने का  आकाश जिसे कहती दुनिया  आकाश जिसे कहती दुनिय वो नाम है इक वीराने का   दीवाने के दिल की ही तरह  दीवाने के दिल की ही तरह वो रातो जलाता रहता है, इस नींद की मति नगरी में  वो कुछ ना किसी से कहता है  है उस में शमा की बेचैनी  है उस में शमा की बेचैनी और प्यार भी है परवाने का   जब से पहलू से गया है दिल, किसी पहलू नींद नहीं आती  जो सूरत दिल में समायी है  जो सूरत दिल में समायी है वो सूरत दिल से नहीं जाती  वो सूरत दिल से नहीं जाती आओ आँचल पतला जयो, क्या रात है दिल में समाने का, क्या रात",708
185,shanivar rathi,party,arijit singh  mali khholai,इश्क़ में तेरे अन्नोउंस कर दिया हो तेरे लिए दिल कूदियों का बाउंस कर दिया  हाय इश्क़ में तेरे अन्नोउंस कर दिया हो तेरे लिए दिल कूदियों का बाउंस कर दिया बेचैन सा होता जाउँ पर मैं ये समझ न पाऊँ मैं जागूँ मेरे बिन तू कैसे सो जाती शनिवार राति हमें नींद नहीं आती शनिवार राति हमें नींद नहीं आती शनिवार राति हमें नींद नहीं आती शनिवार राति हमें नींद नहीं आती मैं जागूँ मेरे बिन तू कैसे सो जाती शनिवार राति हमें नींद नहीं आती शनिवार राति हमें नींद नींद नींद नींद  गिरह बजे से बारा बजे हैं सब सो गए मेरे नैना तेरे बिन है खुले शनिवार राति मैनु नींद नहीं आती टोटल सोलह सो तारे मैंने गिन गिन है डाले मैं तोह जागता हूँ रहता जाने कैसे तू सो जाती शनिवार राति मैनु नींद नहीं आती  धीरे धीरे प्यार में तरक्की हो गयी तेरे संग बात मेरी पक्की हो गयी  तू जो मिली दिन में सितारे चमके लड़की तू मेरे लिए लकी हो गयी  बी गोद मैं कहूं तेरे साथ मैं रहूँ सह लूँ कोई फासला तेरी दूरी न सहन  तू आये न मिलने तोह हाय मेरी जान जाती  शनिवार राति हमें नींद नहीं आती शनिवार राति हमें नींद नहीं आती  जैसे-तैसे हफ्ते के दिन ६ कते दिन आया सातवा तो लेने लगा करवाते  शाम साढ़े सात बजे ख़्वाहिश जगे साढ़े आठ होते होते दिल न लगे टाइम वेस्ट न कर सीधे आजा तू इधर बड़ा किया इंतज़ार अब होता न सबर अब थोड़ी सी देरी हाय मेरी जान जलाती जलाती जलाती जलाती ए  शनिवार राति हमें नींद नहीं आती शनिवार राति हमें नींद नहीं आती मैं जागूँ मेरे बिन तू कैसे सो जाती शनिवार राति हमें नींद नहीं आती ओए ओए नींद नींद नींद नींद  कैन नॉट स्लीप.,711
186,shahr ki laraki,party,badshah,आँख मिला के पूछेही हाउ अरे योहाथ मिला के पूछेहो दो यू ड़ोआँख मिला के पूछेही हाउ अरे योहाथ मिला के पूछेहो दो यू डोस्टाइल पे उसकी स्माइल पे उसकीहाय तबीयत भड़कीशहर की लड़कीशहर की शहर कीशहर की शहर की लड़कीशहर की शहर कीशहर की शहर की लड़कीमस्ती में घुमे घुमेघुमे घुमे आ हा हाबाहों में झूमे झूमेझूमे झूमे बात बा राहाय हाय जालिम फिगरतेरी मचलती नज़रहिन्दीट्रैक्समेरा बदन चूमे चूमेचूमे चूमेआँख मिला के पूछेही हाउ अरे योहाथ मिला के पूछेहो दो यू डोस्टाइल पे उसकी स्माइल पे उसकीहाय तबीयत भड़कीशहर की लड़कीशहर की शहर कीशहर की शहर की लड़कीशहर की शहर कीशहर की शहर की लड़कीओह माय गॉड लड़की ज़हरकौन सा सिटी तेरी कौन सा शहरबेबी है डेंजर लगती है स्ट्रेंजरकाफिनाशन ऑफ़ कहरयेसलड़की हॉट नि बहुत ही हॉट हैआग पकडती है लड़कों की मौत हैशॉट लगती धक्के तू खातीथकती नहीं है स्टैमिना बहुत हैहाय गली गली घुमेमेरे आगे पीछे झूमेहाय नज़र ना लग जाये मुझकोव्वव.हिन्दीतराखस.इब्यूटी मेरी है कैफीन गली जैसेनशा ना छड जाए तुझकोफिगर पे तेरी सब मरते हैंस्कैन पूरा तुझे करते हैंलम्बी लम्बी सांसें भरते हैंबत टच करने से डरते हैंरोज तू आके पूछेही हाउ अरे यूबाल गिरा के पूछेहो दो यू दोमुंबई की बरसात में जैसेझूम के बिजली कड़कीशहर की लड़कीशहर की शहर की शहर कीशहर की शहर की शहर कीशहर की शहर की शहर की लड़की.. ,713
187,sho mi yor jalava,romantic,racha sarma,"ओ बुलबुल, बुलबुल, बुलबुल, बुलबुल ..... काही शरम वरम में छुपी हूँ, ऐसी खूबियाँ काही नरम गरम में थमी हूँ, ऐसी खूबियाँ काही चाल ढाल में धभी हूँ, कही जोश मोश में धिकी हूँ काही चाल ढाल में धभी हूँ, कही जोश मोश में धिकी ऐसी खूबियाँ जमाने को बीदा कर दे, मुझे सब से जुदा कर दे ओह्ह्ह आ दिखा दे हमें तेरी खूबियाँ ओ तेरी खूबियाँ, ओ तेरी खूबियाँ, तेरी खूबियाँ ओह लूट लेंगे हमे तेरी खूबियाँ ओ तेरी खूबियाँ, ओ तेरी खूबियाँ, तेरी खूबियाँ शो मी युअर जलवा, शो मी, शो में युअर जलवा ......... बुलबुल, बुलबुल, बुलबुल, बुलबुल ..... तेरे चमच, तेरे चाकू, तेरे बेलन, तेरे घुंघरू तेरी ममता, तेरे जेवर, तेरे खुसबू, तेरे तेवर बुलबुल, बुलबुल, बुलबुल, बुलबुल ..... तेरे चमच, तेरे चाकू, तेरे बेलन, तेरे घुंघरू तेरी ममता, तेरे जेवर, तेरे खुसबू, तेरे तेवर तेरी छूके, तेरी बाले, तेरी नखरे, तेरी चाले तेरी नज़रों की वो काली, तेरे कानो की वो लाली तेरी एडी की वोह खनखा, तेरी छोटी से हो अन्न बन तेरे पलके तेरी बिंदी, तेरी उर्दू तेरी हिंदी तेरी सूद जो हो निराली हरकते वो काली काली तेरी तितली से वो बाली (तेरी बिजली से वो ताली - 3) जमाने को बीदा कर दे, मुझे सब से जुदा कर दे ओह्ह्ह आ दिखा दे हमें तेरी खूबियाँ ओ तेरी खूबियाँ, ओ तेरी खूबियाँ, तेरी खूबियाँ ओह लूट लेंगे हमे तेरी खूबियाँ ओ तेरी खूबियाँ, ओ तेरी खूबियाँ, तेरी खूबियाँ शो मी युअर जलवा, शो मी, शो में युअर जलवा ......... ओ तेरी खूबियाँ, ओ तेरी खूबियाँ, तेरी खूबियाँ तेरी चाले, तेरे ढाले, तेरे बर्चे, तेरे बाले तेरे गुस्से, तेरे जलवे, तेरी किसे, तेरे तलवे बुलबुल, बुलबुल, बुलबुल, बुलबुल ..... तेरी चाले, तेरे ढाले, तेरे बर्चे, तेरे बाले तेरे गुस्से, तेरे जलवे, तेरी किसे, तेरे तलवे तेरे जोशो को जूनून, तेरे होले होले खून तेरे उखड़े से अंदाज़ तेरे सीने के वो राज़ तेरी मूचो की वो सहने तेरे किस्से जाने माने तेरी वो धोबी पछाड़ तेरे नोटों की पहाड़ तेरे किस्से, तेरे नगमे, तेरे हिस्से, तेरे सपने तेरे अगले, तेरे पेचले, (सो गए आरमान जो निकले - 3) जमाने को बीदा कर दे, मुझे सब से जुदा कर दे ओह्ह्ह आ दिखा दे हमें तेरी खूबियाँ ओ तेरी खूबियाँ, ओ तेरी खूबियाँ, तेरी खूबियाँ ओह लूट लेंगे हमे तेरी खूबियाँ ओ तेरी खूबियाँ, ओ तेरी खूबियाँ, तेरी खूबियाँ शो मी युअर जलवा, शो मी, शो में युअर जलवा ......... हो दिखा दे तेरी खूबियाँ",715
